Titulo,Compañia,Experiencia,Salario,Ubicacion,Fecha,Requisitos
Bot Developer,Sabio Group,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'JavaScript', 'TypeScript', 'SQL', 'Avaya', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'WebLogic', 'Salesforce']"
Tech Lead,Domestika,5,Sin informacion,Sin informacion,08-12-2022,"['Core', 'ReactJS', 'Ruby', 'Ruby on rails', 'Access', 'Agile', 'Kanban', 'Scrum']"
JS/React/Node Developer Junior,Gemssy Technologies SL,1,Sin informacion,Sin informacion,08-12-2022,"['Core', 'CSS3', 'JavaScript', 'Node', 'React', 'GIT', 'Agile']"
Full-Stack Developer (m/f/d),atwork corporate AG,Sin informacion,Sin informacion,Málaga,08-12-2022,"['Core', 'Angular', 'Go', 'Agile']"
"Mid Level Software Engineer (remote from Spain, hybrid, or in-office)",Badger Maps,3,Sin informacion,Granada,22-12-2022,"['Core', 'API', 'Android', 'Node', 'React', 'Python', 'Django', 'AWS', 'GIT', 'CRM', 'Agile', 'Kanban']"
Senior Software Engineer - Frontend - Call Configuration,Aircall,4,Sin informacion,Madrid,21-12-2022,"['Jest', 'Core', 'JavaScript', 'Next', 'React', 'Redux', 'TypeScript']"
Senior Frontend Engineer - Payroll Domain - Madrid (d/f/m),Personio,4,Sin informacion,Madrid,20-12-2022,"['JavaScript', 'React', 'Redux', 'Access', 'Agile']"
CTO,Merlin Digital Partner,2,Sin informacion,Barcelona,08-12-2022,"['MySQL', 'PHP', 'Laravel', 'Symfony', 'REST', 'Elasticsearch', 'Redis', 'AWS', 'Unix', 'GIT', 'Docker', 'Scrum']"
Senior Frontend Engineer,Qonto,3,Sin informacion,Barcelona,08-12-2022,"['Emberjs', 'Angular', 'API', 'CSS', 'HTML', 'JavaScript', 'React', 'Vue', 'Kotlin', 'Ruby', 'Swift', 'Access', 'AWS', 'Kubernetes', 'Kafka']"
Fullstack Engineer,RAW iGaming Ltd,2,Sin informacion,Málaga,10-12-2022,"['Angular', 'API', 'C', 'JavaScript', 'Next', 'React', 'TypeScript', 'Vue', 'PHP', 'Python', 'R', 'Agile']"
Data Engineer,Galp Solar,Sin informacion,Sin informacion,Madrid,10-12-2022,"['Cycle', 'Go', 'Java', 'Springboot', 'Kotlin', 'Python', 'SQL', 'Access', 'Linux', 'AWS', 'GIT', 'Docker', 'Kubernetes', 'Kafka', 'ETL', 'Agile', 'Scrum']"
Junior Product Manager,Seedtag,1,Sin informacion,Sin informacion,08-12-2022,"['Access', 'PM']"
DevOps & Infrastructure Engineer,Emurgo,5,Sin informacion,Sin informacion,08-12-2022,"['Perl', 'Python', 'Ruby', 'Linux', 'DNS', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Blockchain']"
Senior QA Automation Tester,"Kapres Technology, S.L.",Sin informacion,Sin informacion,Barcelona,08-12-2022,"['JavaScript', 'GIT']"
Front End Developer,Play'n GO,3,Sin informacion,Barcelona,08-12-2022,"['Amplify', 'Spine', 'CSS3', 'Go', 'HTML5', 'JavaScript', 'TypeScript']"
"QA Automation Engineer, Madrid",Thetaray,2,Sin informacion,Madrid,08-12-2022,"['Java', 'Next', 'Python', 'Shell', 'Linux', 'Kubernetes', 'Agile']"
Java Developer (Contract),Masabi,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Core', 'Java', 'Tomcat', 'Maven', 'Spring', 'Kotlin', 'MySQL', 'Scala', 'AWS', 'GIT', 'Agile']"
"Java Platform Engineer - [44.000 - 52.000€] AWS, Kafka, Spring [100% Remote]",Specific-Group Valencia,4,52.000€,Valencia,08-12-2022,"['Flight', 'Air', 'Java', 'Spring', 'Apache', 'Access', 'AWS', 'Docker', 'Kubernetes', 'Kafka']"
PHP Developer,Indicia Worldwide,Sin informacion,Sin informacion,Asturias,08-12-2022,"['API', 'Java', 'Spring', 'PHP', 'SQL', 'MongoDB', 'SQL Server', 'AWS', 'Agile', 'Basis']"
Frontend Software Developer,Rubiko,3,Sin informacion,Barcelona,08-12-2022,"['Angular', 'CSS3', 'HTML5', 'JavaScript', 'React', 'TypeScript', 'Vue', 'R', 'REST', 'Selenium', 'Svelte', 'Agile']"
Lead Golang Engineer - People Workflows Automation (d/f/m) - Madrid OR Barcelona OR remote Spain,Personio,4,Sin informacion,Madrid,08-12-2022,"['API', 'Go', 'Access', 'AWS', 'Docker', 'Kubernetes', 'Agile']"
"Engineering Director, App Stores",Canonical - Jobs,Sin informacion,Sin informacion,Granada,08-12-2022,"['C', 'Python', 'Linux', 'Ubuntu', 'IoT', 'Agile']"
"Senior Data Scientist - Search & Recommendation, Machine Learning",Ankorstore,5,Sin informacion,Barcelona,08-12-2022,"['Cycle', 'Less', 'SQL']"
C++ Senior Software Engineer,MEGA,6,Sin informacion,Sin informacion,08-12-2022,"['MEAN', 'C', 'C++', 'Go', 'Next']"
C++ CMD Senior Engineer,MEGA,5,Sin informacion,Sin informacion,08-12-2022,"['MEAN', 'C', 'C++', 'Go', 'Next', 'Shell', 'Access', 'Linux', 'Unix', 'Windows']"
Senior Software Engineer - Team Payment,swan.io,4,Sin informacion,Barcelona,08-12-2022,"['Cycle', 'API', 'Go', 'Java', 'Next', 'TypeScript', 'Kotlin', 'Scala', 'AWS', 'VCS', 'Docker', 'Kafka']"
Mid Software Engineer (Frontend / JS),The Hotels Network,3,Sin informacion,Sin informacion,08-12-2022,"['Jest', 'Vanilla', 'Angular', 'API', 'CSS', 'CSS3', 'Go', 'HTML5', 'JavaScript', 'Node', 'React', 'Redux', 'TypeScript', 'Vue', 'MySQL', 'PHP', 'Access', 'Redis', 'GIT', 'Kafka', 'Agile', 'Scrum']"
Full Stack Developer - React & Nodejs,Tiendeo,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Nodejs', 'React', 'ReduxJS', 'REST', 'Jenkins', 'Docker', 'Agile', 'Kanban', 'Scrum']"
Finance Systems Administrator,Aircall,6,Sin informacion,Madrid,08-12-2022,"['Core', 'HTML', 'Reports', 'Access', 'Middleware', 'ERP', 'Salesforce']"
Full-Stack Engineer (Europe Remote),Bravado,3,Sin informacion,Barcelona,08-12-2022,"['CSS', 'HTML', 'Nuxt', 'Next', 'React', 'Vue', 'Ruby', 'Ruby on rails', 'Switch']"
Senior QA Engineer,LoveToKnow Media,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Core', 'CSS', 'Android', 'iOS', 'HTML', 'Java', 'JavaScript', 'Reports', 'REST', 'Hardware', 'Selenium', 'GIT', 'Jenkins', 'JIRA']"
Software Engineer – Players,The Workshop,4,Sin informacion,Málaga,08-12-2022,"['Jasmine', 'Angular', 'Java', 'JUnit', 'Spring', 'Elasticsearch', 'Selenium', 'Docker', 'Kubernetes', 'Cassandra', 'Kafka', 'Agile']"
Senior Solutions Advisor,"Rocket Software, Inc.",8,Sin informacion,Sin informacion,08-12-2022,"['R', 'Mainframe', 'Middleware', 'TCP/IP', 'Z/OS', 'Basis']"
Senior GO Developer (API),Workato,5,Sin informacion,Barcelona,08-12-2022,"['API', 'Go', 'REST', 'Ruby', 'Ruby on rails', 'Redis', 'AWS', 'Docker']"
"Roku Engineer, Madrid",Accedo,5,Sin informacion,Madrid,08-12-2022,"['API', 'XML', 'AWS', 'EDGE']"
Full-stack Software Engineer,Novatec Software Engineering España SL,Sin informacion,20.000€,Madrid,06-01-2023,"['Jasmine', 'QUnit', 'Mocha', 'Angular', 'C', 'Java', 'JavaScript', 'Next', 'React', 'Vue', 'Protractor', 'EDGE', 'Agile', 'Kanban', 'Scrum', 'Basis']"
QA Automation Engineer,Nuvolar,3,Sin informacion,Barcelona,13-12-2022,"['Flight', 'API', 'Java', 'REST', 'SQL', 'GIT', 'Docker', 'Agile', 'Basis']"
Senior Frontend Developer (Remote),Caravelo,5,Sin informacion,Barcelona,08-12-2022,"['C', 'CSS', 'HTML', 'Java', 'JavaScript', 'React', 'TypeScript', 'Vue', 'VueJS', 'Laravel', 'Access', 'GIT', 'Mercurial', 'SVN', 'BI']"
Senior Infrastructure Engineer - DevOps Engineer,Visma,5,Sin informacion,Barcelona,08-12-2022,"['.NET', 'ASP.NET', 'Core', 'ASP', 'C', 'Next', 'TypeScript', 'Vue', 'Flutter', 'SQL', 'DynamoDB', 'Redis', 'SQL Server', 'IIS', 'AWS', 'Docker', 'Windows', 'Basis']"
QA Automation Engineer (Norwegian Market) - Madrid,"M47 Labs & International Fiducia, S.L.",Sin informacion,Sin informacion,Madrid,08-12-2022,"['Android', 'iOS', 'XCode', 'JavaScript', 'Next', 'React', 'Python', 'Swift', 'Access', 'EDGE', 'GIT', 'Basis']"
Data Engineer ‍ | For a tech mobility company | Fully Remote,Prometeo Talent,5,Sin informacion,Barcelona,08-12-2022,"['Express', 'Nodejs', 'ReactJS', 'Laravel', 'Django', 'REST', 'SQL', 'Access', 'MongoDB', 'Ubuntu', 'AWS', 'Basis']"
Software Development Engineer in Test / SDET,RavenPack,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Cycle', 'React', 'NoSQL', 'Reports', 'Python', 'R', 'SQL', 'Elasticsearch', 'AWS', 'Agile', 'Scrum', 'Basis']"
"Full Stack Engineer (React, Node, AWS)",Modus Create,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Ionic', 'Nodejs', 'Node', 'React', 'TypeScript', 'Vue', 'REST', 'Antivirus', 'MongoDB', 'Mac OS', 'AWS', 'Windows', 'Agile', 'Basis']"
Desarrollador Backend con Java,Page Personnel Spain,4,Sin informacion,Madrid,03-01-2023,"['Java', 'Kafka']"
Backend .NET developer (con C#) Empresa líder especializada en el diseño y fabricación de soluciones integrales,Prometeo Talent,4,Sin informacion,Sin informacion,08-12-2022,"['C', 'Xamarin', 'Nodejs', 'Hardware']"
BACKEND DEVELOPER (REMOTO),B2M,3,Sin informacion,Madrid,08-12-2022,"['Java', 'JavaScript', 'PHP']"
Frontend Engineer (React),MALTHUS DARWIN,Sin informacion,Sin informacion,Barcelona,05-01-2023,"['CSS3', 'Sass', 'HTML5', 'JavaScript', 'React', 'Redux', 'TypeScript', 'GIT', 'Agile']"
Consultores /Desarrolladores/as .Net Core (Entorno internacional),Consultia IT,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'Angular', 'API', 'C', 'React', 'Vue', 'SQL', 'Redis', 'SQL Server', 'BBDD', 'GIT', 'Docker', 'Agile', 'Scrum']"
Programación Java Intermediate,eXperience IT Solutions,5,Sin informacion,Madrid,19-12-2022,"['Java', 'PL', 'SQL', 'Linux', 'Oracle', 'Unix']"
Full Stack Developer,The White Team,3,Sin informacion,Sin informacion,08-12-2022,"['MEAN', 'Angular', 'JavaScript', 'Node', 'PHP', 'Symfony', 'SAN', 'Bases de Datos']"
Prácticas Developer,INNOCV Solutions S.L.U.,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'Android', 'iOS', 'Java', 'React', 'Vue', 'React Native']"
Prácticas Developer,INNOCV Solutions S.L.U.,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'Android', 'iOS', 'Java', 'React', 'Vue', 'React Native']"
Desarrollador/a de Microservicios Java Springboot,Vermont Solutions,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Java', 'JUnit', 'Springboot', 'MongoDB', 'BBDD', 'GIT', 'Jenkins']"
Senior Software Engineer - App Stores Backend (Remote),Canonical - Jobs,Sin informacion,Sin informacion,Valencia,04-01-2023,"['C', 'Python', 'Access', 'Linux', 'Ubuntu', 'IoT']"
Jr. Backend Java Developer (Permanent Contract),NPAW,Sin informacion,Sin informacion,Barcelona,14-12-2022,"['Java', 'Access', 'Version Control System', 'GIT', 'Jenkins', 'IoT']"
Backend Engineer PHP Symfony (S.A-0105),Merlin Digital Partner,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['PHP', 'Symfony', 'SQL', 'Elasticsearch', 'Redis', 'Docker', 'Agile']"
[Catalog Gear] Software Engineer - Backend,ManoMano,4,Sin informacion,Barcelona,08-12-2022,"['API', 'Java', 'Hibernate', 'Next', 'MySQL', 'SQL', 'Access', 'SQL Server', 'AWS', 'Docker', 'Kubernetes', 'Kafka', 'SAS']"
Node Backend Engineer (f/m(d),zooplus Services ESP S.L.,Sin informacion,Sin informacion,Madrid,08-12-2022,"['API', 'JavaScript', 'Node', 'React', 'TypeScript', 'REST', 'Jenkins', 'CMS', 'Kanban']"
Backend PHP developer,Scalefast,3,Sin informacion,Madrid,08-12-2022,"['Cycle', 'In Design', 'API', 'Next', 'MySQL', 'PHP', 'Laravel', 'REST', 'Access']"
Python Backend Engineer (full remote / hybrid),Qustodio,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Python', 'EDGE']"
Python Backend Engineer,Seedtag,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['API', 'Next', 'Node', 'TypeScript', 'Natural', 'Python', 'REST', 'Scala', 'Access', 'MongoDB', 'Redis', 'AWS', 'Google Cloud Platform', 'Kubernetes', 'Kafka']"
Senior Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Express', 'Nodejs', 'Node', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'AWS', 'GIT', 'Docker', 'JIRA', 'Agile']"
Ruby on Rails Fullstack Developer,Norconsulting,5,Sin informacion,Barcelona,11-12-2022,"['API', 'CSS', 'HTML', 'Next', 'ReactJS', 'REST', 'Ruby', 'Ruby on rails', 'EDGE']"
Angular Frontend- Software Engineer,Baxter Planning,3,Sin informacion,Barcelona,08-12-2022,"['Angular', 'CSS3', 'HTML5', 'JavaScript', 'Node', 'React', 'TypeScript', 'Vue', 'Agile']"
Senior brand designer,Canonical - Jobs,Sin informacion,Sin informacion,Málaga,08-12-2022,"['Core', 'Photoshop', 'C', 'Linux', 'Ubuntu']"
Senior Software Engineer - Node.js,Techruiter,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Next', 'Node', 'React', 'NoSQL', 'React Native', 'REST', 'AWS']"
Android Software Engineer,Contentsquare,0,Sin informacion,Barcelona,27-12-2022,"['Core', 'Angular', 'C', 'Android', 'Cordova', 'iOS', 'Go', 'Ionic', 'Java', 'Node', 'React', 'TypeScript', 'Vue', 'Kotlin', 'Dart', 'Flutter', 'Python', 'React Native', 'Scala', 'Swift', 'AWS', 'Kafka', 'Spark']"
"Senior iOS Engineer (remote from Spain, hybrid, or in-office)",Badger Maps,5,Sin informacion,Granada,22-12-2022,"['Core', 'API', 'C', 'Android', 'iOS', 'Next', 'GIT', 'CRM', 'Agile', 'Kanban']"
Senior Java Developer @ European Institutions – Brussels – Start in 2023,Talent 4.0,5,Sin informacion,Barcelona,09-12-2022,"['Java', 'Hibernate', 'Spring']"
Senior Android Engineer,FeverUp,Sin informacion,Sin informacion,Madrid,08-12-2022,"['API', 'Android', 'iOS', 'Kotlin', 'Swift', 'Access', 'Agile']"
Senior Software Engineer - Frontend - Voice AI,Aircall,4,Sin informacion,Madrid,08-12-2022,"['Jest', 'Core', 'API', 'JavaScript', 'React', 'Redux', 'TypeScript']"
Frontend Engineer,RAW iGaming Ltd,3,Sin informacion,Málaga,08-12-2022,"['Core', 'CSS', 'HTML', 'JavaScript', 'Next', 'React', 'TypeScript', 'Vue', 'R', 'Selenium', 'GIT', 'Agile']"
"Software Engineer, IOS Madrid",Accedo,4,Sin informacion,Madrid,08-12-2022,"['API', 'C', 'iOS', 'HTML', 'XCode', 'Java', 'JSON', 'Kotlin', 'Objective-C', 'REST', 'Swift', 'EDGE', 'Agile']"
Senior Fullstack Engineer,Randstad Spain,Sin informacion,Sin informacion,Madrid,08-12-2022,"['API', 'Nodejs', 'React', 'Python', 'R', 'REST']"
QA Functional Test Automation Scripting,"Kapres Technology, S.L.",Sin informacion,Sin informacion,Barcelona,08-12-2022,"['API', 'JavaScript', 'NoSQL', 'SQL', 'MongoDB', 'Spark', 'Agile', 'BI']"
"Engineering Director, App Stores",Canonical - Jobs,Sin informacion,Sin informacion,Madrid,08-12-2022,"['C', 'Python', 'Linux', 'Ubuntu', 'IoT', 'Agile']"
Software Engineer,The Workshop,Sin informacion,Sin informacion,Málaga,08-12-2022,"['Cycle', 'Jasmine', 'Angular', 'Java', 'JUnit', 'Maven', 'Spring', 'REST', 'Apache', 'Elasticsearch', 'Selenium', 'EDGE', 'GIT', 'Docker', 'Kubernetes', 'Cassandra', 'Agile', 'BI']"
Lead Software Engineer (d/f/m) - Core HR - Madrid or Remote,Personio,7,Sin informacion,Madrid,08-12-2022,"['Core', 'Go', 'Java', 'Spring', 'Kotlin', 'PHP', 'Access', 'AWS', 'Docker', 'Kubernetes', 'Kafka', 'Agile']"
Infrastructure Engineer,Domestika,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Java', 'Next', 'MySQL', 'PHP', 'Ruby', 'Elasticsearch', 'Access', 'Redis', 'AWS', 'Jenkins', 'Docker', 'Kubernetes', 'Agile']"
Fullstack Developer with Python,Talan,5,Sin informacion,Málaga,24-12-2022,"['ReactJS', 'Python', 'SQL', 'AWS', 'Blockchain', 'IoT']"
Android Engineer (Kotlin),Qonto,Sin informacion,Sin informacion,Barcelona,22-12-2022,"['Android', 'Kotlin', 'Access']"
Fullstack Developer javascript,Odilo,5,Sin informacion,Madrid,08-12-2022,"['Angular', 'API', 'CSS', 'HTML', 'JavaScript', 'REST', 'Access', 'EDGE', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'JIRA', 'Agile']"
Senior Solutions Advisor,"Rocket Software, Inc.",8,Sin informacion,Barcelona,08-12-2022,"['R', 'Mainframe', 'Middleware', 'CICS', 'Z/OS', 'Basis']"
"Full Stack Engineer ( VueJS, Node, TypeScript)",Modus Create,5,Sin informacion,Barcelona,08-12-2022,"['Jest', 'Core', 'CSS3', 'HTML5', 'Ionic', 'Electron', 'Node', 'TypeScript', 'Vue', 'VueJS', 'AWS', 'Docker', 'Kubernetes', 'Agile', 'Basis']"
Back-end Developer .NET,Page Personnel Spain,Sin informacion,Sin informacion,Sin informacion,03-01-2023,"['.NET', 'ASP.NET', 'Core', 'Entity Framework', 'Angular', 'API', 'ASP', 'C', 'JavaScript', 'Nodejs', 'SQL', 'SQL Server', 'AWS', 'GIT', 'Agile']"
Backend .NET developer (con C#) Empresa líder especializada en el diseño y fabricación de soluciones integrales,Prometeo Talent,4,Sin informacion,Barcelona,08-12-2022,"['C', 'Xamarin', 'Nodejs', 'Hardware']"
Mobile Apps Backend,B2M,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'C', 'CSS', 'Android', 'Cordova', 'iOS', 'PhoneGap', 'HTML', 'Java', 'JSON', 'Kotlin', 'REST', 'Swift', 'Middleware', 'Tibco', 'Oracle', 'Oracle Service Bus', 'Scrum', 'BW']"
Frontend Engineer (React),MALTHUS DARWIN,Sin informacion,Sin informacion,Barcelona,04-01-2023,"['CSS3', 'Sass', 'HTML5', 'JavaScript', 'React', 'Redux', 'TypeScript', 'GIT', 'Agile']"
Desarrollador/a Frontend,The White Team,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Angular', 'Bootstrap', 'CSS', 'HTML', 'JavaScript', 'SAN', 'CMS']"
Analista Programador Senior .NET / Angular,Consultia IT,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'Angular', 'API', 'C', 'JavaScript', 'TypeScript', 'MongoDB', 'GIT', 'Agile', 'Scrum']"
Senior Software Engineer - App Stores Backend (Remote),Canonical - Jobs,Sin informacion,Sin informacion,Granada,04-01-2023,"['C', 'Python', 'Access', 'Linux', 'Ubuntu', 'IoT']"
Jr. Backend Java Developer (Permanent Contract),NPAW,Sin informacion,Sin informacion,Barcelona,14-12-2022,"['Java', 'Access', 'Version Control System', 'GIT', 'Jenkins', 'IoT']"
Backend Engineer PHP Symfony (S.A-0105),Merlin Digital Partner,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['PHP', 'Symfony', 'SQL', 'Elasticsearch', 'Redis', 'Docker', 'Agile']"
[Catalog Gear] Software Engineer - Backend,ManoMano,8,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Java', 'JPA', 'Hibernate', 'Springboot', 'Next', 'React', 'Kotlin', 'MySQL', 'SQL', 'Apache', 'Cucumber', 'Access', 'SQL Server', 'AWS', 'Docker', 'Kubernetes', 'Kafka', 'SAS']"
Backend Software Engineer (Java/Kotlin) (f/m/d),zooplus Services ESP S.L.,3,Sin informacion,Madrid,08-12-2022,"['MEAN', 'Angular', 'Java', 'React', 'Vue', 'Kotlin', 'PHP', 'Scala', 'Elasticsearch', 'DynamoDB', 'Redis', 'Oracle', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Scrum']"
Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Express', 'Nodejs', 'Node', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'GIT', 'Docker', 'JIRA', 'Agile']"
Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Express', 'Nodejs', 'Node', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'GIT', 'Docker', 'JIRA', 'Agile']"
Senior brand designer,Canonical - Jobs,Sin informacion,Sin informacion,Sin informacion,08-12-2022,"['Core', 'Photoshop', 'C', 'Linux', 'Ubuntu']"
iOS Engineer (hybrid / flexibility / cybersecurity),Qustodio,5,Sin informacion,Barcelona,08-12-2022,"['C', 'iOS', 'Objective-C', 'R', 'Swift']"
Senior Frontend Engineer,FeverUp,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'API', 'CSS3', 'Sass', 'Android', 'iOS', 'HTML5', 'Nodejs', 'TypeScript', 'Access', 'Agile']"
Senior Software Engineer - Frontend - Voice AI,Aircall,4,Sin informacion,Madrid,08-12-2022,"['Core', 'JavaScript', 'React', 'Redux', 'TypeScript']"
Full Stack Engineer @ Cardo Health,Techruiter,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['CSS', 'Less', 'Sass', 'HTML', 'JavaScript', 'ReactJS', 'Linux', 'Agile']"
Senior Frontend Engineer 100% Remote,Randstad Spain,Sin informacion,Sin informacion,Madrid,08-12-2022,"['API', 'React', 'R', 'REST']"
"Engineering Director, App Stores",Canonical - Jobs,Sin informacion,Sin informacion,Murcia,08-12-2022,"['C', 'Python', 'Linux', 'Ubuntu', 'IoT', 'Agile']"
Software Engineer - Sports,The Workshop,4,Sin informacion,Málaga,08-12-2022,"['Angular', 'Java', 'React', 'Kotlin', 'EDGE', 'Kubernetes', 'Kafka', 'Agile']"
Frontend Developer,Norconsulting,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Bootstrap', 'CSS', 'CSS3', 'HTML', 'HTML5', 'JavaScript', 'JQuery', 'Vue', 'GIT', 'Agile', 'Scrum']"
"Software Engineer, IOS Madrid",Accedo,4,Sin informacion,Madrid,08-12-2022,"['API', 'C', 'iOS', 'HTML', 'XCode', 'Java', 'JSON', 'Kotlin', 'Objective-C', 'REST', 'Swift', 'EDGE', 'Agile']"
React Native Software Engineer - Mobile,Contentsquare,0,Sin informacion,Barcelona,08-12-2022,"['Core', 'Angular', 'C', 'Android', 'Cordova', 'iOS', 'Go', 'Ionic', 'Java', 'Node', 'React', 'TypeScript', 'Vue', 'Kotlin', 'Dart', 'Flutter', 'Python', 'React Native', 'Scala', 'Swift', 'AWS', 'Kafka', 'Spark']"
Senior Solutions Advisor,"Rocket Software, Inc.",8,Sin informacion,Sin informacion,08-12-2022,"['R', 'Mainframe', 'Middleware', 'CICS', 'Z/OS', 'Basis']"
Senior Java Developer - Spanish/English - Remote,Talent 4.0,3,Sin informacion,Valencia,08-12-2022,"['Angular', 'API', 'Go', 'Java', 'Spring', 'React', 'AWS', 'Kafka', 'Agile']"
"Backend Developer (PHP, Laravel) - (30K-40K)",Page Personnel Spain,2,Sin informacion,Barcelona,03-01-2023,"['Node', 'MySQL', 'PHP', 'Laravel', 'Symfony', 'Python', 'BBDD', 'Agile']"
Backend .NET developer (con C#) Empresa líder especializada en el diseño y fabricación de soluciones integrales,Prometeo Talent,4,Sin informacion,Sin informacion,08-12-2022,"['C', 'Xamarin', 'Nodejs', 'Hardware']"
Programador/a Senior JAVA,MALTHUS DARWIN,3,Sin informacion,Málaga,08-12-2022,"['Java', 'Apache', 'AWS', 'Kafka']"
Full Stack Developer,B2M,4,Sin informacion,Madrid,08-12-2022,"['CSS3', 'HTML5', 'JavaScript', 'AngularJS', 'ExpressJS', 'Nodejs', 'Node', 'ReactJS', 'MongoDB', 'Bases de Datos', 'GIT']"
Full Stack Developer,B2M,4,Sin informacion,Madrid,08-12-2022,"['CSS3', 'HTML5', 'JavaScript', 'AngularJS', 'ExpressJS', 'Nodejs', 'Node', 'ReactJS', 'MongoDB', 'Bases de Datos', 'GIT']"
Analista Programador .Net (entorno internacional),Consultia IT,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'C', 'ReactJS', 'Python', 'SQL', 'JIRA']"
Senior Software Engineer - App Stores Backend (Remote),Canonical - Jobs,Sin informacion,Sin informacion,Sin informacion,04-01-2023,"['C', 'Python', 'Access', 'Linux', 'Ubuntu', 'IoT']"
EU - Backend Developer (remote) - 4+ years exp.,The White Team,4,Sin informacion,Madrid,08-12-2022,"['Cycle', 'Core', 'Java', 'Hibernate', 'Spring', 'PHP', 'MongoDB', 'Oracle', 'GIT', 'SVN']"
Backend Software Engineer (Java/Kotlin) (f/m/d),zooplus Services ESP S.L.,Sin informacion,Sin informacion,Madrid,08-12-2022,"['Angular', 'Java', 'React', 'Vue', 'Kotlin', 'PHP', 'Scala', 'Elasticsearch', 'DynamoDB', 'Redis', 'Oracle', 'AWS', 'GIT', 'Jenkins', 'Docker', 'Kubernetes', 'Agile', 'Scrum']"
PHP Backend Engineer (BL - 0103),Merlin Digital Partner,4,Sin informacion,Barcelona,08-12-2022,"['Nodejs', 'PHP', 'Symfony', 'SQL', 'EDGE', 'Agile', 'Salesforce']"
Senior Backend Developer,Kodify,5,Sin informacion,Barcelona,08-12-2022,"['Core', 'API', 'Next', 'Express', 'Nodejs', 'Node', 'TypeScript', 'NoSQL', 'R', 'MongoDB', 'Redis', 'AWS', 'GIT', 'Docker', 'JIRA', 'Agile']"
Senior brand designer,Canonical - Jobs,Sin informacion,Sin informacion,Murcia,08-12-2022,"['Core', 'Photoshop', 'C', 'Linux', 'Ubuntu']"
Senior iOS Engineer,FeverUp,Sin informacion,Sin informacion,Madrid,08-12-2022,"['C', 'Android', 'iOS', 'XCode', 'Express', 'Swift', 'Access', 'GIT', 'Agile']"
Senior iOS Engineer,FeverUp,Sin informacion,Sin informacion,Madrid,08-12-2022,"['C', 'Android', 'iOS', 'XCode', 'Express', 'Swift', 'Access', 'GIT', 'Agile']"
SAP Full-Stack DevOps,Randstad Spain,Sin informacion,Sin informacion,Madrid,08-12-2022,"['R', 'ERP', 'SAP', 'Fiori']"
Software Developer (“Certificado de discapacidad” - holder only!),NPAW,Sin informacion,Sin informacion,Barcelona,08-12-2022,"['Java', 'Access']"
"Engineering Director, App Stores",Canonical - Jobs,Sin informacion,Sin informacion,Valencia,08-12-2022,"['C', 'Python', 'Linux', 'Ubuntu', 'IoT', 'Agile']"
iOS Engineer (hybrid / flexibility / cybersecurity),Qustodio,5,Sin informacion,Barcelona,08-12-2022,"['C', 'iOS', 'Objective-C', 'R', 'Swift']"
Software Engineer (Java),Techruiter,Sin informacion,Sin informacion,Málaga,08-12-2022,"['Jasmine', 'Angular', 'Java', 'JUnit', 'Spring', 'Apache', 'Elasticsearch', 'Selenium', 'EDGE', 'Docker', 'Kubernetes', 'Cassandra', 'Agile']"
